date	time	id	returning	reward	location	claimed	social
02.10.14	20:45:22	10109	new	ticket	1	yes	fb
02.10.14	20:45:22	10133	new	tickets	2	yes	fb
02.10.14	20:45:22	10062	new	ticket	1	yes	fb
02.10.14	20:45:22	10086	new	ticket	1	yes	Em
02.10.14	20:45:22	10110	new	ticket	1	yes	fb
02.10.14	20:45:22	10134	new	tickets	2	yes	fb
02.10.14	20:45:22	10158	new	tickets	1	yes	fb
02.10.14	20:45:22	10182	new	tickets	2	yes	fb
02.10.14	20:45:22	10063	new	ticket	4	no	fb
02.10.14	20:45:22	10087	returning	ticket	1	yes	fb
02.10.14	21:45:22	10111	returning	ticket	1	yes	Em
02.10.14	21:45:22	10135	new	tickets	2	yes	fb
02.10.14	21:45:22	10064	new	ticket	1	yes	fb
02.10.14	21:45:22	10088	new	ticket	1	yes	fb
02.10.14	22:45:22	10112	returning	ticket	2	yes	fb
02.10.14	22:45:22	10136	new	ticket	2	no	Em
02.10.14	23:45:22	10160	new	tickets	4	yes	fb
03.10.14	02:45:22	10161	new	tickets	1	yes	Em
03.10.14	02:45:22	10139	new	ticket	3	yes	fb
03.10.14	02:45:22	10163	new	ticket	1	yes	fb
03.10.14	04:45:22	10141	returning	ticket	1	yes	fb
03.10.14	04:45:22	10165	new	ticket	1	yes	fb
03.10.14	06:45:22	10143	new	ticket	4	yes	fb
03.10.14	06:45:22	10167	new	ticket	2	yes	inst
03.10.14	08:45:22	10145	returning	ticket	4	no	fb
03.10.14	08:45:22	10169	returning	ticket	1	yes	fb
03.10.14	10:45:22	10147	new	point	4	yes	tw
03.10.14	10:45:22	10171	returning	ticket	1	yes	fb
03.10.14	12:45:22	10149	new	tickets	4	no	inst
03.10.14	12:45:22	10173	new	points	1	yes	Em
03.10.14	14:45:22	10151	new	tickets	4	yes	fb
03.10.14	14:45:22	10175	new	tickets	4	yes	inst
03.10.14	16:45:22	10153	new	tickets	1	no	fb
03.10.14	18:45:22	10177	new	tickets	1	yes	fb
03.10.14	18:45:22	10155	new	tickets	1	yes	fb
03.10.14	18:45:22	10179	new	tickets	1	yes	Em
03.10.14	18:45:22	10157	new	tickets	3	no	fb
03.10.14	20:45:22	10181	new	tickets	1	yes	inst
03.10.14	22:45:22	10159	new	tickets	1	yes	fb
03.10.14	22:45:22	10183	new	tickets	1	yes	fb
04.10.14	00:45:22	10185	new	tickets	1	yes	fb
04.10.14	00:45:22	10209	new	tickets	2	yes	fb
04.10.14	01:45:22	10233	new	tickets	2	yes	fb
04.10.14	01:45:22	10186	new	tickets	1	yes	Em
04.10.14	02:45:22	10210	new	tickets	1	yes	fb
04.10.14	05:45:22	10234	new	tickets	2	yes	fb
04.10.14	06:45:22	10187	new	tickets	1	yes	fb
04.10.14	06:45:22	10211	new	tickets	1	yes	Em
04.10.14	07:45:22	10235	new	tickets	2	yes	fb
04.10.14	07:45:22	10188	new	tickets	1	yes	fb
04.10.14	07:45:22	10212	new	tickets	1	yes	fb
04.10.14	08:45:22	10236	new	tickets	3	yes	Em
04.10.14	08:45:22	10189	new	tickets	1	yes	fb
04.10.14	08:45:22	10213	new	tickets	1	yes	fb
04.10.14	08:45:22	10237	new	tickets	3	yes	fb
04.10.14	08:45:22	10190	new	ticket	1	yes	fb
04.10.14	08:45:22	10214	new	tickets	1	yes	fb
04.10.14	08:45:22	10238	new	tickets	1	yes	fb
04.10.14	08:45:22	10191	new	ticket	1	yes	fb
04.10.14	09:45:22	10215	new	tickets	1	yes	fb
04.10.14	09:45:22	10239	new	tickets	2	yes	fb
04.10.14	09:45:22	10192	new	ticket	1	yes	inst
04.10.14	09:45:22	10216	new	tickets	1	yes	fb
04.10.14	09:45:22	10240	new	tickets	4	yes	fb
04.10.14	09:45:22	10193	new	ticket	4	yes	fb
04.10.14	09:45:22	10217	new	ticket	1	yes	inst
04.10.14	09:45:22	10241	new	tickets	3	yes	fb
04.10.14	09:45:22	10194	new	ticket	1	yes	fb
04.10.14	09:45:22	10218	new	ticket	1	yes	fb
04.10.14	09:45:22	10242	new	tickets	4	yes	inst
04.10.14	10:45:22	10195	new	ticket	1	yes	fb
04.10.14	10:45:22	10219	new	ticket	1	yes	fb
04.10.14	10:45:22	10243	new	tickets	4	yes	fb
04.10.14	10:45:22	10196	new	ticket	1	yes	fb
04.10.14	10:45:22	10220	new	ticket	4	yes	fb
04.10.14	10:45:22	10244	new	ticket	4	yes	fb
04.10.14	10:45:22	10197	new	ticket	1	yes	tw
04.10.14	10:45:22	10221	new	ticket	1	yes	fb
04.10.14	10:45:22	10245	new	ticket	4	yes	fb
04.10.14	11:45:22	10198	returning	ticket	1	yes	Em
04.10.14	11:45:22	10222	new	ticket	1	yes	tw
04.10.14	11:45:22	10246	new	ticket	4	yes	fb
04.10.14	11:45:22	10199	returning	ticket	3	yes	inst
04.10.14	12:45:22	10223	new	ticket	2	yes	Em
04.10.14	12:45:22	10247	new	ticket	4	yes	tw
04.10.14	13:45:22	10200	returning	points	1	yes	inst
04.10.14	13:45:22	10224	new	ticket	2	yes	inst
04.10.14	14:45:22	10248	new	ticket	4	yes	Em
04.10.14	16:45:22	10201	new	point	1	yes	fb
04.10.14	17:45:22	10225	new	ticket	2	yes	inst
04.10.14	17:45:22	10249	new	ticket	4	yes	inst
04.10.14	17:45:22	10202	new	tickets	4	no	fb
04.10.14	17:45:22	10226	new	ticket	2	yes	fb
04.10.14	17:45:22	10250	new	ticket	1	yes	inst
04.10.14	17:45:22	10203	returning	tickets	1	yes	fb
04.10.14	17:45:22	10227	returning	points	2	yes	fb
04.10.14	18:45:22	10204	new	tickets	1	yes	Em
04.10.14	18:45:22	10228	returning	point	2	yes	fb
04.10.14	18:45:22	10205	new	tickets	1	yes	fb
04.10.14	18:45:22	10229	returning	tickets	2	yes	Em
04.10.14	18:45:22	10206	new	tickets	1	no	inst
04.10.14	20:45:22	10230	new	tickets	2	yes	fb
04.10.14	20:45:22	10207	new	tickets	1	yes	fb
04.10.14	20:45:22	10231	new	tickets	2	yes	inst
04.10.14	21:45:22	10184	new	tickets	1	yes	fb
04.10.14	21:45:22	10208	new	tickets	1	no	fb
04.10.14	21:45:22	10232	returning	tickets	2	yes	fb
05.10.14	00:45:22	10257	returning	tickets	4	yes	fb
05.10.14	00:45:22	10281	new	points	1	no	inst
05.10.14	00:45:22	10305	new	ticket	1	yes	fb
05.10.14	00:45:22	10329	new	ticket	2	yes	Em
05.10.14	00:45:22	10353	new	ticket	1	no	fb
05.10.14	00:45:22	10377	returning	tickets	1	yes	fb
05.10.14	00:45:22	10401	returning	tickets	1	yes	fb
05.10.14	00:45:22	10425	new	tickets	2	yes	inst
05.10.14	00:45:22	10449	new	tickets	1	yes	inst
05.10.14	00:45:22	10473	new	tickets	2	yes	Em
05.10.14	00:45:22	10258	returning	tickets	1	yes	fb
05.10.14	00:45:22	10282	new	point	1	yes	fb
05.10.14	00:45:22	10306	new	ticket	2	yes	inst
05.10.14	00:45:22	10330	new	ticket	2	yes	fb
05.10.14	00:45:22	10354	new	ticket	4	yes	Em
05.10.14	01:45:22	10378	new	tickets	1	yes	fb
05.10.14	01:45:22	10402	returning	tickets	1	yes	fb
05.10.14	01:45:22	10426	new	tickets	2	no	fb
05.10.14	01:45:22	10450	new	tickets	1	yes	inst
05.10.14	01:45:22	10474	new	tickets	1	yes	inst
05.10.14	01:45:22	10259	new	tickets	1	no	fb
05.10.14	01:45:22	10283	new	tickets	1	yes	fb
05.10.14	01:45:22	10307	new	ticket	1	yes	fb
05.10.14	01:45:22	10331	new	ticket	2	yes	inst
05.10.14	01:45:22	10355	new	ticket	1	yes	fb
05.10.14	01:45:22	10379	new	ticket	1	yes	Em
05.10.14	01:45:22	10403	returning	tickets	2	yes	fb
05.10.14	01:45:22	10427	new	tickets	2	yes	fb
05.10.14	02:45:22	10451	new	tickets	4	yes	fb
05.10.14	02:45:22	10475	new	tickets	1	yes	inst
05.10.14	02:45:22	10260	new	tickets	1	no	fb
05.10.14	02:45:22	10284	new	tickets	1	yes	fb
05.10.14	02:45:22	10308	new	points	1	yes	fb
05.10.14	02:45:22	10332	new	ticket	2	yes	fb
05.10.14	03:45:22	10356	new	ticket	1	yes	inst
05.10.14	03:45:22	10380	new	ticket	1	yes	fb
05.10.14	03:45:22	10404	new	tickets	1	no	Em
05.10.14	03:45:22	10428	new	tickets	2	yes	fb
05.10.14	03:45:22	10452	new	tickets	1	yes	fb
05.10.14	03:45:22	10476	new	tickets	1	yes	fb
05.10.14	04:45:22	10261	returning	tickets	1	yes	Em
05.10.14	04:45:22	10285	returning	tickets	1	yes	fb
05.10.14	04:45:22	10309	new	point	1	yes	fb
05.10.14	04:45:22	10333	new	ticket	3	yes	fb
05.10.14	06:45:22	10357	new	ticket	1	yes	fb
05.10.14	06:45:22	10381	new	ticket	1	yes	inst
05.10.14	06:45:22	10405	new	tickets	1	no	fb
05.10.14	06:45:22	10429	new	tickets	2	yes	Em
05.10.14	06:45:22	10453	new	tickets	1	yes	fb
05.10.14	06:45:22	10477	new	tickets	1	yes	fb
05.10.14	06:45:22	10262	new	tickets	1	yes	fb
05.10.14	06:45:22	10286	returning	tickets	1	yes	Em
05.10.14	07:45:22	10310	new	tickets	1	yes	fb
05.10.14	07:45:22	10334	new	ticket	3	yes	fb
05.10.14	07:45:22	10358	new	ticket	1	yes	fb
05.10.14	07:45:22	10382	new	ticket	1	yes	fb
05.10.14	07:45:22	10406	returning	ticket	1	yes	inst
05.10.14	07:45:22	10430	returning	tickets	3	yes	fb
05.10.14	07:45:22	10454	new	tickets	1	yes	Em
05.10.14	07:45:22	10478	new	tickets	1	yes	fb
05.10.14	08:45:22	10263	new	tickets	1	yes	fb
05.10.14	08:45:22	10287	returning	tickets	1	yes	fb
05.10.14	08:45:22	10311	new	tickets	1	yes	Em
05.10.14	08:45:22	10335	new	points	1	yes	fb
05.10.14	08:45:22	10359	new	ticket	1	yes	fb
05.10.14	08:45:22	10383	new	ticket	1	yes	fb
05.10.14	08:45:22	10407	new	ticket	1	yes	fb
05.10.14	08:45:22	10431	returning	tickets	3	yes	inst
05.10.14	08:45:22	10455	new	tickets	1	yes	fb
05.10.14	08:45:22	10479	new	tickets	1	yes	Em
05.10.14	08:45:22	10264	new	tickets	2	no	fb
05.10.14	08:45:22	10288	new	tickets	1	yes	fb
05.10.14	08:45:22	10312	new	tickets	1	yes	fb
05.10.14	08:45:22	10336	new	point	2	yes	Em
05.10.14	08:45:22	10360	new	ticket	1	yes	fb
05.10.14	09:45:22	10384	new	ticket	1	yes	fb
05.10.14	09:45:22	10408	new	ticket	1	yes	fb
05.10.14	09:45:22	10432	returning	tickets	1	yes	fb
05.10.14	09:45:22	10456	new	tickets	1	yes	inst
05.10.14	09:45:22	10480	new	tickets	1	yes	fb
05.10.14	09:45:22	10265	new	tickets	1	yes	fb
05.10.14	09:45:22	10289	new	tickets	1	yes	fb
05.10.14	09:45:22	10313	new	tickets	1	yes	fb
05.10.14	09:45:22	10337	new	tickets	4	yes	fb
05.10.14	09:45:22	10361	new	ticket	2	yes	Em
05.10.14	09:45:22	10385	new	ticket	1	yes	fb
05.10.14	09:45:22	10409	new	ticket	1	no	fb
05.10.14	09:45:22	10433	new	ticket	2	yes	fb
05.10.14	09:45:22	10457	new	tickets	1	yes	fb
05.10.14	09:45:22	10481	new	tickets	1	yes	inst
05.10.14	09:45:22	10266	new	tickets	1	yes	fb
05.10.14	10:45:22	10290	returning	tickets	4	no	fb
05.10.14	10:45:22	10314	returning	tickets	1	yes	fb
05.10.14	10:45:22	10338	new	tickets	3	yes	fb
05.10.14	10:45:22	10362	new	points	1	yes	fb
05.10.14	10:45:22	10386	new	ticket	1	yes	Em
05.10.14	10:45:22	10410	new	ticket	1	yes	fb
05.10.14	10:45:22	10434	new	ticket	4	yes	fb
05.10.14	10:45:22	10458	new	tickets	2	yes	fb
05.10.14	10:45:22	10482	new	tickets	1	yes	fb
05.10.14	10:45:22	10267	new	tickets	1	yes	inst
05.10.14	10:45:22	10291	new	tickets	1	yes	fb
05.10.14	10:45:22	10315	returning	tickets	1	yes	fb
05.10.14	10:45:22	10339	new	tickets	4	yes	fb
05.10.14	10:45:22	10363	new	point	1	yes	fb
05.10.14	10:45:22	10387	new	ticket	4	yes	fb
05.10.14	10:45:22	10411	new	ticket	1	yes	Em
05.10.14	10:45:22	10435	returning	ticket	3	no	fb
05.10.14	10:45:22	10459	returning	tickets	1	yes	fb
05.10.14	10:45:22	10483	new	tickets	1	yes	fb
05.10.14	11:45:22	10268	new	tickets	1	yes	fb
05.10.14	11:45:22	10292	new	tickets	1	yes	inst
05.10.14	11:45:22	10316	returning	tickets	1	yes	fb
05.10.14	11:45:22	10340	new	tickets	4	yes	fb
05.10.14	11:45:22	10364	new	tickets	1	yes	fb
05.10.14	11:45:22	10388	new	ticket	1	yes	fb
05.10.14	11:45:22	10412	new	ticket	1	yes	fb
05.10.14	11:45:22	10436	new	ticket	4	yes	Em
05.10.14	11:45:22	10460	returning	ticket	1	yes	fb
05.10.14	11:45:22	10484	new	tickets	4	yes	fb
05.10.14	11:45:22	10269	new	tickets	3	yes	fb
05.10.14	11:45:22	10293	new	tickets	1	yes	fb
05.10.14	11:45:22	10317	new	tickets	4	yes	inst
05.10.14	11:45:22	10341	new	tickets	4	yes	fb
05.10.14	11:45:22	10365	new	tickets	1	yes	fb
05.10.14	11:45:22	10389	new	points	1	yes	fb
05.10.14	12:45:22	10413	new	ticket	1	yes	fb
05.10.14	12:45:22	10437	new	ticket	4	yes	fb
05.10.14	12:45:22	10461	returning	ticket	1	yes	Em
05.10.14	12:45:22	10485	new	tickets	1	yes	fb
05.10.14	13:45:22	10270	new	tickets	1	yes	fb
05.10.14	13:45:22	10294	new	tickets	1	no	fb
05.10.14	13:45:22	10318	new	tickets	1	yes	fb
05.10.14	13:45:22	10342	new	tickets	4	yes	inst
05.10.14	13:45:22	10366	new	tickets	3	yes	fb
05.10.14	13:45:22	10390	new	point	1	yes	fb
05.10.14	13:45:22	10414	new	ticket	4	yes	fb
05.10.14	13:45:22	10438	new	ticket	4	yes	fb
05.10.14	13:45:22	10462	new	ticket	1	yes	fb
05.10.14	13:45:22	10486	new	tickets	1	yes	Em
05.10.14	13:45:22	10271	new	ticket	1	yes	fb
05.10.14	13:45:22	10295	new	tickets	1	yes	fb
05.10.14	13:45:22	10319	returning	tickets	1	yes	fb
05.10.14	13:45:22	10343	returning	tickets	4	yes	fb
05.10.14	13:45:22	10367	new	tickets	1	yes	inst
05.10.14	13:45:22	10391	new	tickets	1	yes	fb
05.10.14	13:45:22	10415	new	ticket	1	yes	fb
05.10.14	14:45:22	10439	new	ticket	4	no	fb
05.10.14	14:45:22	10463	new	ticket	3	yes	fb
05.10.14	14:45:22	10272	new	ticket	4	yes	tw
05.10.14	14:45:22	10296	new	tickets	3	yes	fb
05.10.14	14:45:22	10320	new	tickets	2	yes	fb
05.10.14	15:45:22	10344	returning	tickets	4	yes	fb
05.10.14	15:45:22	10368	new	tickets	1	yes	fb
05.10.14	15:45:22	10392	new	tickets	1	yes	inst
05.10.14	15:45:22	10416	new	points	1	yes	fb
05.10.14	15:45:22	10440	new	ticket	4	yes	fb
05.10.14	15:45:22	10464	returning	ticket	1	yes	fb
05.10.14	16:45:22	10273	new	ticket	1	yes	Em
05.10.14	16:45:22	10297	new	tickets	1	yes	tw
05.10.14	16:45:22	10321	new	tickets	2	yes	fb
05.10.14	16:45:22	10345	returning	tickets	4	yes	fb
05.10.14	16:45:22	10369	new	tickets	4	yes	fb
05.10.14	17:45:22	10393	new	tickets	3	yes	fb
05.10.14	17:45:22	10417	new	point	2	yes	inst
05.10.14	18:45:22	10441	new	ticket	4	yes	fb
05.10.14	18:45:22	10465	new	ticket	1	yes	fb
05.10.14	18:45:22	10274	new	ticket	1	yes	inst
05.10.14	18:45:22	10298	new	ticket	1	no	Em
05.10.14	18:45:22	10322	new	tickets	2	yes	tw
05.10.14	18:45:22	10346	new	tickets	4	yes	fb
05.10.14	18:45:22	10370	new	tickets	1	yes	fb
05.10.14	18:45:22	10394	new	tickets	1	yes	fb
05.10.14	18:45:22	10418	new	tickets	2	yes	fb
05.10.14	18:45:22	10442	new	ticket	4	yes	inst
05.10.14	19:45:22	10466	new	ticket	4	yes	fb
05.10.14	19:45:22	10251	new	ticket	1	yes	fb
05.10.14	19:45:22	10275	new	ticket	1	yes	inst
05.10.14	19:45:22	10299	new	ticket	4	yes	inst
05.10.14	19:45:22	10323	new	tickets	2	yes	Em
05.10.14	19:45:22	10347	new	tickets	1	no	tw
05.10.14	19:45:22	10371	new	tickets	1	yes	fb
05.10.14	19:45:22	10395	new	tickets	1	yes	fb
05.10.14	19:45:22	10419	new	tickets	2	yes	fb
05.10.14	19:45:22	10443	new	points	4	no	fb
05.10.14	19:45:22	10467	new	ticket	1	yes	inst
05.10.14	19:45:22	10252	new	ticket	1	yes	fb
05.10.14	19:45:22	10276	new	ticket	1	yes	fb
05.10.14	19:45:22	10300	new	ticket	1	yes	inst
05.10.14	20:45:22	10324	new	tickets	2	yes	inst
05.10.14	20:45:22	10348	returning	tickets	1	yes	Em
05.10.14	20:45:22	10372	returning	tickets	1	yes	tw
05.10.14	20:45:22	10396	new	tickets	4	yes	fb
05.10.14	20:45:22	10420	new	tickets	2	yes	fb
05.10.14	20:45:22	10444	new	point	1	yes	fb
05.10.14	20:45:22	10468	new	ticket	1	yes	fb
05.10.14	20:45:22	10253	new	ticket	1	yes	fb
05.10.14	20:45:22	10277	new	ticket	1	yes	fb
05.10.14	20:45:22	10301	new	ticket	1	yes	fb
05.10.14	20:45:22	10325	new	ticket	2	yes	inst
05.10.14	20:45:22	10349	new	tickets	1	yes	inst
05.10.14	20:45:22	10373	returning	tickets	1	yes	Em
05.10.14	20:45:22	10397	new	tickets	1	yes	tw
05.10.14	20:45:22	10421	new	tickets	2	yes	fb
05.10.14	20:45:22	10445	new	tickets	1	yes	fb
05.10.14	20:45:22	10469	new	ticket	1	yes	fb
05.10.14	21:45:22	10254	new	points	3	yes	Em
05.10.14	21:45:22	10278	new	ticket	1	yes	fb
05.10.14	21:45:22	10302	new	ticket	1	no	fb
05.10.14	21:45:22	10326	new	ticket	2	yes	fb
05.10.14	21:45:22	10350	new	tickets	1	yes	inst
05.10.14	21:45:22	10374	returning	tickets	1	yes	inst
05.10.14	21:45:22	10398	new	tickets	1	yes	Em
05.10.14	21:45:22	10422	new	tickets	2	yes	tw
05.10.14	21:45:22	10446	new	tickets	1	yes	fb
05.10.14	21:45:22	10470	new	points	1	yes	fb
05.10.14	22:45:22	10255	new	point	1	yes	fb
05.10.14	22:45:22	10279	new	ticket	2	yes	Em
05.10.14	22:45:22	10303	new	ticket	1	yes	fb
05.10.14	22:45:22	10327	new	ticket	2	yes	fb
05.10.14	22:45:22	10351	new	tickets	3	no	fb
05.10.14	22:45:22	10375	new	tickets	1	yes	inst
05.10.14	22:45:22	10399	new	tickets	1	yes	inst
05.10.14	22:45:22	10423	new	tickets	2	yes	Em
05.10.14	22:45:22	10447	new	tickets	1	no	tw
05.10.14	22:45:22	10471	new	point	1	yes	fb
05.10.14	23:45:22	10256	returning	tickets	1	yes	inst
05.10.14	23:45:22	10280	new	ticket	1	yes	fb
05.10.14	23:45:22	10304	new	ticket	1	yes	Em
05.10.14	23:45:22	10328	new	ticket	2	yes	fb
05.10.14	23:45:22	10352	new	ticket	1	yes	fb
05.10.14	23:45:22	10376	new	tickets	2	yes	fb
05.10.14	23:45:22	10400	new	tickets	1	yes	inst
05.10.14	23:45:22	10424	new	tickets	2	yes	inst
05.10.14	23:45:22	10448	new	tickets	3	yes	Em
05.10.14	23:45:22	10472	new	tickets	1	yes	tw
06.10.14	03:45:22	10548	returning	ticket	4	yes	Em
